"Id";"CASnummer";"Codes";"Omschrijving";"Groep";"Begin geldigheid";"Eind geldigheid";"Status";"Gerelateerd"
2431;"10595-95-6";"NNO2sC2yC1yA";"N-nitrosoethylmethylamine";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";""
2431;"10595-95-6";"C1yC2yNOAe";"methylethylnitrosamine";"ChemischeStof";"2011-08-27";"2100-01-01";"Geldig";""
2432;"59-89-2";"NNO2smflne";"N-nitrosomorfoline";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2433;"100-75-4";"NNO2spprdne";"N-nitrosopiperidine";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";""
2433;"100-75-4";"NOpprdne";"nitrosopiperidine";"ChemischeStof";"2011-08-27";"2100-01-01";"Geldig";""
2434;"930-55-2";"NNO2sprldne";"N-nitropyrrolidine";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";""
2434;"930-55-2";"NOprldne";"nitropyrrolidine";"ChemischeStof";"2011-08-27";"2100-01-01";"Geldig";""
2435;"38380-04-0";"PCB149";"2,2',3,4',5',6-hexachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2436;"37680-65-2";"PCB18";"2,2',5-trichloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2437;"52663-68-0";"PCB187";"2,2',3,4',5,5',6-heptachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2438;"52663-78-2";"PCB195";"2,2',3,3',4,4',5,6-octachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2439;"40186-72-9";"PCB206";"2,2',3,3',4,4',5,5',6-nonachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2440;"41464-39-5";"PCB44";"2,2',3,5'-tetrachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2441;"32598-10-0";"PCB66";"2,3,4,4-tetrachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2443;"62-44-2";"N4C2oxFyacAd";"N-(4-ethoxyfenyl)acetamide";"ChemischeStof";"2011-06-08";"2011-08-27";"Vervallen";""
2443;"62-44-2";"fenctne";"fenacitine";"ChemischeStof";"2011-08-27";"2011-08-27";"Vervallen";""
2443;"62-44-2";"fenctne";"fenacitine";"ChemischeStof";"2011-08-28";"2100-01-01";"Geldig";""
2445;"34643-46-4";"protofs";"prothiofos";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2446;"94-59-7";"safl";"safrol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2447;"59669-26-0";"toDcb";"thiodicarb";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2450;"55335-06-3";"Tcpr";"triclopyr";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2451;"101-42-8";"fenrn";"fenuron";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2452;"1891-95-8";"ClOxnl";"chlooroxynil";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2453;"74223-64-6";"C1ymsfrn";"methyl-metsulfuron";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2454;"83121-18-0";"tefbzrn";"teflubenzuron";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2455;"3-10-2439";"dodne";"dodine";"ChemischeStof";"2011-06-08";"2011-06-09";"Vervallen";""
2455;"2439-10-3";"dodne";"dodine";"ChemischeStof";"2011-06-10";"2100-01-01";"Geldig";""
2456;"298-02-2";"fort";"foraat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
246;"30560-19-1";"acft";"acefaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2461;"28343-61-5";"HTI";"4-hydroxy-2,5,6-trichloorisoftalonitril";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2462;"101205-02-1";"cycxdm";"cycloxydim";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2463;"41859-67-0";"bezafbt";"bezafibraat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2464;"882-09-7";"clofbnzr";"clofibrinezuur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2465;"61-72-3";"cloxclne";"cloxacilline";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2466;"15307-86-5";"Dclofnc";"diclofenac";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2467;"3116-76-5";"Dcloxclne";"dicloxacilline";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2468;"31879-05-7";"fenpfn";"fenoprofen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2469;"25812-30-0";"gemfbzl";"gemfibrozil";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
247;"83-32-9";"AcNe";"acenafteen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2470;"15687-27-1";"ibpfn";"ibuprofen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2471;"53-86-1";"indmtcne";"indometacine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2472;"22071-15-4";"ketpfn";"ketoprofen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2473;"147-52-4";"nafclne";"nafcilline";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2474;"22204-53-1";"napxn";"naproxen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2475;"723-46-6";"sulfmtoazl";"sulfamethoxazol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2476;"13710-19-5";"tolfAezr";"tolfenaminezuur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2477;"637-07-0";"clofbt";"clofibraat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2478;"50-18-0";"cycffAd";"cyclofosfamide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2479;"80-08-0";"dapsn";"dapson";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
248;"208-96-8";"AcNy";"acenaftyleen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2480;"114-07-8";"ertmcne";"erytromycine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2481;"60-80-0";"fenzn";"fenazon (antipyrine)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2482;"49562-28-9";"fenfbt";"fenofibraat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2483;"13392-18-2";"fentrl";"fenoterol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2484;"154-21-2";"lincmcne";"lincomycine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2485;"37350-58-6";"metpll";"metoprolol";"ChemischeStof";"2011-06-08";"2021-12-10";"Vervallen";""
2485;"51384-51-1";"metpll";"metoprolol";"ChemischeStof";"2021-12-11";"2100-01-01";"Geldig";""
2486;"17090-79-8";"monsn";"monensin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2487;"7060-74-4";"oladmcne";"oleandomycine";"ChemischeStof";"2011-06-08";"2015-12-18";"Vervallen";""
2488;"6-5-6493";"poxflne";"pentoxifylline";"ChemischeStof";"2011-06-08";"2011-06-09";"Vervallen";""
2488;"6493-05-6";"poxflne";"pentoxifylline";"ChemischeStof";"2011-06-10";"2100-01-01";"Geldig";""
2489;"125-33-7";"primdn";"primidon";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
249;"75-07-0";"C2al";"ethanal";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2490;"57-83-0";"progtrn";"progesteron";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2491;"525-66-6";"propnll";"propranolol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2492;"80214-83-1";"roxtmcne";"roxitromycine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2493;"8025-81-8";"spirmcne";"spiramycine";"ChemischeStof";"2011-06-08";"2020-11-05";"Vervallen";""
2493;"8025-81-8";"spirmcne";"spiramycine (I+II+III)";"ChemischeStof";"2020-11-06";"2100-01-01";"Geldig";""
2494;"57-68-1";"sulfdmdne";"sulfadimidine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2495;"55297-95-5";"tiamlne";"tiamuline";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2496;"738-70-5";"Tmtpm";"trimethoprim";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2497;"56-75-7";"Clafncl";"chlooramfenicol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2498;"66-79-5";"Oaclne";"oxacilline";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2499;"58-15-1";"Aofnzn";"aminofenazon";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
25;"57117-41-6";"PCDF94";"1,2,3,7,8-pentachloordibenzofuraan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
250;"67-64-1";"actn";"aceton";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
251;"75-05-8";"actntl";"acetonitril";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2514;"NVT";"sdetgtnikiat";"som detergenten nonion- en kationactief";"ChemischeStof";"2021-04-13";"2100-01-01";"Geldig";"Id-bb6f6dc0-1e13-2dbf-52fd-81a0a174796c"
2515;"75-44-5";"fosgn";"fosgeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2523;"207122-16-5";"PBDE183";"2,2¿,3,4,4¿,5¿,6-heptabroomdifenylether";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";""
2523;"207122-16-5";"PBDE183";"2,2',3,4,4',5',6-heptabroomdifenylether";"ChemischeStof";"2011-08-27";"2100-01-01";"Geldig";""
253;"107-02-8";"acAh";"acrylaldehyde";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2530;"1163-19-5";"PBDE209";"2,2',3,3',4,4',5,5',6,6'-decabroomdiphenylether";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2531;"25637-99-4";"HBCD";"hexabroomcyclododecaan";"ChemischeStof";"2011-06-08";"2016-11-29";"Vervallen";""
2531;"25637-99-4";"HBCD";"som HBCD (technisch mengsel, niet-gespecif. broom-posities)";"ChemischeStof";"2024-12-07";"2100-01-01";"Geldig";"Id-99eac0eb-dc80-cede-e324-c722bb2ed9f3,Id-cc1c1436-cf42-9396-62a7-f80994efd9da"
254;"107-13-1";"aclntl";"acrylonitril";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
255;"79-10-7";"2C3ezr";"2-propeenzuur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
256;"77536-66-4";"actnlt";"actinoliet (groene asbest)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2561;"27134-26-5";"sMClAn";"som monochlooraniline-isomeren";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";""
2561;"NVT";"sMClAn";"som monochlooraniline-isomeren";"ChemischeStof";"2011-08-27";"2100-01-01";"Geldig";"Id-18066630-8fa7-4f5f-9317-d7a41d196b10"
2577;"NVT";"sT4ClAn";"som tetrachlooraniline-isomeren";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"Id-40384ec8-4b6e-4c11-83be-7c67855e6bb9"
2578;"NVT";"sgewgasbt";"som gewogen asbest";"Ongedefinieerd";"2011-06-08";"2011-06-08";"Vervallen";""
2578;"NVT";"sgewgasbt";"som gewogen asbest";"Ongedefinieerd";"2011-06-09";"2011-06-10";"Vervallen";""
2578;"NVT";"sgewgasbt";"som gewogen asbest";"ChemischeStof";"2011-06-11";"2100-01-01";"Geldig";"Id-5fa95953-d81b-44d9-9d69-4891e644ab8a"
2583;"NVT";"sorgSn2";"som 2 organotin verbindingen (tributyltin en trifenyltin)";"ChemischeStof";"2025-04-25";"2100-01-01";"Geldig";"Id-68dd7af8-b7ce-9de2-b4ba-592e8861cb39"
2584;"107-15-3";"C2yeDAe";"ethyleendiamine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2585;"110-85-0";"DC2yeDAe";"diethyleendiamine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2588;"79-38-9";"CFK1113";"freon-1113";"ChemischeStof";"2013-07-06";"2016-01-05";"Vervallen";""
2588;"79-38-9";"CFK1113";"1-chloor-1,2,2-trifluoretheen";"ChemischeStof";"2016-01-06";"2100-01-01";"Geldig";""
2589;"306-83-2";"HCFK123";"2,2-dichloor-1,1,1-trifluorethaan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2590;"354-23-4";"HCFK123a";"1,2-dichloor-1,1,2-trifluorethaan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2591;"431-06-1";"CFK132";"freon-132";"ChemischeStof";"2013-07-06";"2016-01-05";"Vervallen";""
2591;"431-06-1";"HCFK132";"1,2-dichloor-1,2-difluorethaan";"ChemischeStof";"2016-01-07";"2100-01-01";"Geldig";""
2592;"75-88-7";"HCFK133a";"2-chloor-1,1,1-trifluorethaan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2595;"NVT";"CNcpx";"CN-complex";"ChemischeStof";"2011-06-08";"2011-06-08";"Vervallen";""
2595;"NVT";"CNcpx";"CN-complex";"ChemischeStof";"2011-06-09";"2011-08-26";"Vervallen";""
2595;"NVT";"CNcpx";"cyanide-complex";"ChemischeStof";"2011-08-27";"2100-01-01";"Geldig";"Id-d9cfecf6-c2c4-4557-a6ce-c0a82d0bcc91"
2596;"4-12-2432";"26DCl4C1yFol";"2,6-dichloor-4-methylfenol";"ChemischeStof";"2011-06-08";"2011-06-09";"Vervallen";""
2596;"2432-12-4";"26DCl4C1yFol";"2,6-dichloor-4-methylfenol";"ChemischeStof";"2011-06-10";"2100-01-01";"Geldig";""
2597;"87-64-9";"2Cl6C1yFol";"2-chloor-6-methylfenol";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
26;"87-61-6";"123TClBen";"1,2,3-trichloorbenzeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
264;"15972-60-8";"alCl";"alachloor";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
265;"116-06-3";"alDcb";"aldicarb";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
266;"1646-88-4";"alDcsfn";"aldicarbsulfon";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
267;"1646-87-3";"alDcSO";"aldicarbsulfoxide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
268;"309-00-2";"aldn";"aldrin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2689;"NVT";"sserptasbt";"som serpentijn asbest";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"Id-2b0e92d1-ea55-9a05-7d28-4acc6a70d999"
269;"959-98-8";"aedsfn";"alfa-endosulfan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2690;"NVT";"samfibasbt";"som amfibool asbest";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"Id-4ace2142-e9af-1e8f-794b-9b86758e955f"
2693;"NVT";"BZV9";"Biochemisch zuurstofverbruik over 9 dagen";"Grootheid";"2011-06-08";"2011-08-25";"Vervallen";""
2693;"NVT";"BZV9";"Biochemisch zuurstofverbruik over 9 dagen";"ChemischeStof";"2011-08-26";"2014-05-09";"Vervallen";""
2693;"NVT";"BZV9";"Biochemisch zuurstofverbruik over 9 dagen";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"Id-dfb98906-214c-4fef-b8ba-cc53f4e6d2e5"
2694;"NVT";"BZV15";"Biochemisch zuurstofverbruik over 15 dagen";"Grootheid";"2011-06-08";"2011-08-25";"Vervallen";""
2694;"NVT";"BZV15";"Biochemisch zuurstofverbruik over 15 dagen";"ChemischeStof";"2011-08-26";"2014-05-09";"Vervallen";""
2694;"NVT";"BZV15";"Biochemisch zuurstofverbruik over 15 dagen";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"Id-dfb98906-214c-4fef-b8ba-cc53f4e6d2e5"
2695;"NVT";"sC6C8armtn";"som c6 - c8 aromaten";"ChemischeStof";"2013-07-06";"2013-07-17";"Vervallen";""
2695;"NVT";"sC6C8armtn";"som C6-C8-aromaten";"ChemischeStof";"2013-07-18";"2021-12-10";"Vervallen";""
27;"96-18-4";"123TClC3a";"1,2,3-trichloorpropaan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
270;"NVT";"sendsfn2";"som alfa-endosulfan en endosulfansulfaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2709;"462-06-6";"C6H5F";"fluorbenzeen";"ChemischeStof";"2017-12-13";"2100-01-01";"Geldig";""
271;"319-84-6";"aHCH";"alfa-hexachloorcyclohexaan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2710;"52663-72-6";"PCB167";"2,3',4,4',5,5'-hexachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2711;"65510-44-3";"PCB123";"2,3',4,4',5'-pentachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2712;"69782-90-7";"PCB157";"2,3,3',4,4',5'-hexachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2713;"70362-50-4";"PCB81";"3,4,4',5-tetrachlorobifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2714;"74472-37-0";"PCB114";"2,3,4,4',5-pentachloorbifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2715;"NVT";"msPAForg";"meersoorten PAF organische verbindingen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2716;"NVT";"msPAFmet";"meersoorten PAF metalen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2717;"NVT";"sOCB23";"som 23 organochloorhoud. bestrijdingsm.(Bbk,1-1-2008:waterb)";"ChemischeStof";"2011-06-08";"2018-08-16";"Vervallen";""
2717;"NVT";"sOCB23";"som 23 organochloorhoudende bestrijdingsmiddelen";"ChemischeStof";"2024-07-23";"2100-01-01";"Geldig";"Id-f13518a3-c750-1250-72d8-25f5b43b84bc"
2718;"NVT";"sOCB21";"som 21 organochloorhoud. bestrijdingsm.(Bbk, 1-1-2008:landb)";"ChemischeStof";"2011-06-08";"2018-08-16";"Vervallen";""
2718;"NVT";"sOCB21";"som 21 organochloorhoudende bestrijdingsmiddelen";"ChemischeStof";"2024-07-23";"2100-01-01";"Geldig";"Id-de278b4c-cd27-8280-9870-252ee99ff9cf"
2719;"NVT";"sarmtsolmd16";"som 16 aromatische oplosmiddelen";"ChemischeStof";"2024-07-23";"2100-01-01";"Geldig";"Id-41036d81-3628-ac5d-986c-03bc020a025c"
272;"1024-57-3";"cHpClepO";"cis-heptachloorepoxide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2720;"NVT";"CONCTTE";"(massa)Concentratie";"Grootheid";"2011-06-08";"2100-01-01";"Geldig";"Id-17157a4b-7a02-4709-979b-d31ed22f5a74"
2721;"39635-31-9";"PCB189";"2,3,3',4,4',5,5 '-heptachlorobifenyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2722;"NVT";"s23ClTol";"som 2- en 3-chloortolueen";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
2723;"589-43-5";"24DC1yC6a";"2,4-dimethylhexaan";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
2724;"287-92-3";"ccC5a";"cyclopentaan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2725;"NVT";"MASSFTE";"Massafractie";"Grootheid";"2011-06-08";"2100-01-01";"Geldig";"Id-c83ceeb9-5154-414b-bfc6-b14f621a0daa"
273;"98-83-9";"aC1ysrn";"alfa-methylstyreen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
278;"NVT";"ALKLTT";"Alkaliteit";"Ongedefinieerd";"2011-06-08";"2011-08-26";"Vervallen";""
278;"NVT";"ALKLTT";"Alkaliteit";"Grootheid";"2011-08-27";"2014-05-09";"Vervallen";""
278;"NVT";"ALKLTT";"Alkaliteit";"Grootheid";"2014-05-10";"2100-01-01";"Geldig";"Id-138c3de2-10a5-4d05-878f-be7be1bb4ef6"
28;"96-19-5";"123TClC3e";"1,2,3-trichloorpropeen";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";""
2800;"98-07-7";"111TClTol";"1,1,1-trichloortolueen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2800;"98-07-7";"111TClTol";"1,1,1-trichloortolueen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2801;"598-77-6";"112TClC3a";"1,1,2-trichloorpropaan";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2801;"598-77-6";"112TClC3a";"1,1,2-trichloorpropaan";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2802;"557-91-5";"11DBrC2a";"1,1-dibroomethaan";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2802;"557-91-5";"11DBrC2a";"1,1-dibroomethaan";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2803;"57-14-7";"11DC1yhdzne";"1,1-dimethylhydrazine";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2803;"57-14-7";"11DC1yhdzne";"1,1-dimethylhydrazine";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2804;"3175-23-3";"122TClC3a";"1,2,2-trichloorpropaan";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2804;"3175-23-3";"122TClC3a";"1,2,2-trichloorpropaan";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2805;"488-23-3";"1234T4C1yBen";"1,2,3,4-tetramethylbenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2805;"488-23-3";"1234T4C1yBen";"1,2,3,4-tetramethylbenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2806;"95-14-7";"123benztazl";"1,2,3-benzotriazool";"ChemischeStof";"2011-12-24";"2014-01-27";"Vervallen";""
2806;"95-14-7";"123benztazl";"1,2,3-benzotriazool";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2807;"615-28-1";"12BenDAeDHCl";"1,2-benzeendiamine dihydrochloride";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2807;"615-28-1";"12BenDAeDHCl";"1,2-benzeendiamine dihydrochloride";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2808;"54446-78-5";"12C4oxC2oxC2";"1-(2-butoxyethoxy)-ethanol";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2808;"54446-78-5";"12C4oxC2oxC2";"1-(2-butoxyethoxy)-ethanol";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2809;"106-88-7";"12C4yeO";"1,2-butyleenoxide";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2809;"106-88-7";"12C4yeO";"1,2-butyleenoxide";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2810;"95-54-5";"12DAoBen";"1,2-diaminobenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2810;"95-54-5";"12DAoBen";"1,2-diaminobenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2811;"35691-65-7";"12DBr24DCNC4";"1,2-dibroom-2,4-dicyanobutaan";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2811;"35691-65-7";"12DBr24DCNC4";"1,2-dibroom-2,4-dicyanobutaan";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2812;"934-80-5";"12DC1y4C2yBe";"1,2-dimethyl-4-ethylbenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2812;"934-80-5";"12DC1y4C2yBe";"1,2-dimethyl-4-ethylbenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2813;"122-66-7";"12DFyhdzne";"1,2-difenylhydrazine";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2813;"122-66-7";"12DFyhdzne";"1,2-difenylhydrazine";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2814;"528-29-0";"12DNO2Ben";"1,2-dinitrobenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2814;"528-29-0";"12DNO2Ben";"1,2-dinitrobenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2815;"96-09-3";"12epOxC2yBen";"1,2-epoxyethylbenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2815;"96-09-3";"12epOxC2yBen";"1,2-epoxyethylbenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2816;"20200-86-6";"133TC1yoidl";"1,3,3-trimethyloxindol";"ChemischeStof";"2012-05-11";"2014-01-27";"Vervallen";""
2816;"20200-86-6";"133TC1yoidl";"1,3,3-trimethyloxindol";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2817;"3567-62-2";"134DClFy3C1y";"1-(3,4-dichloorfenyl)-3-methylureum";"ChemischeStof";"2011-07-16";"2014-01-27";"Vervallen";""
2817;"3567-62-2";"134DClFy3C1y";"1-(3,4-dichloorfenyl)-3-methylureum";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2818;"8-2-2327";"134DClFyurum";"1-(3,4-dichloorfenyl)ureum";"ChemischeStof";"2011-06-08";"2011-06-09";"Vervallen";""
2818;"2327-02-8";"134DClFyurum";"1-(3,4-dichloorfenyl)ureum";"ChemischeStof";"2011-06-10";"2014-01-27";"Vervallen";""
2818;"2327-02-8";"134DClFyurum";"1-(3,4-dichloorfenyl)ureum";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2819;"106-99-0";"13butDen";"1,3-butadieen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2819;"106-99-0";"13butDen";"1,3-butadieen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
282;"584-79-2";"alltn";"allethrin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";""
2820;"1939-36-2";"13C3yeDAeT4H";"1,3-propyleendiaminetatraazijnzuur";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2820;"1939-36-2";"13C3yeDAeT4H";"1,3-propyleendiaminetatraazijnzuur";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2821;"4080-31-3";"13Clal357Taz";"1-(3-chloorallyl)-3,5,7-triaza-1-azoniaadamantaanchloride";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2821;"4080-31-3";"13Clal357Taz";"1-(3-chloorallyl)-3,5,7-triaza-1-azoniaadamantaanchloride";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2822;"6781-42-6";"13DactBen";"1,3-diacetylbenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
2822;"6781-42-6";"13DactBen";"1,3-diacetylbenzeen";"ChemischeStof";"2014-01-28";"2100-01-01";"Geldig";""
2823;"108-45-2";"13DAoBen";"1,3-diaminobenzeen";"ChemischeStof";"2011-06-08";"2014-01-27";"Vervallen";""
